Period,Area,Mission,Category,Indicator,Observation
2010,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20630
2011,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20568
2012,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21043
2013,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21989
2014,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22405
2015,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23709
2016,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23413
2017,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23429
2018,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24121
2019,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23574
2020,S12000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23560
1997,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8917
1998,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9093
1999,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9741
2000,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10176
2001,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10773
2002,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11177
2003,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11633
2004,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12086
2005,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12516
2006,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13263
2007,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13992
2008,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14539
2009,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14403
2010,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14314
2011,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14898
2012,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15573
2013,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15965
2014,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15905
2015,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16457
2016,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16740
2017,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17429
2018,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18492
2019,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19195
2020,S12000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19309
1997,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9064
1998,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9413
1999,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9752
2000,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10379
2001,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10720
2002,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11244
2003,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11557
2004,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12076
2005,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12392
2006,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12512
2007,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13539
2008,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14185
2009,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14389
2010,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14623
2011,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14843
2012,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15293
2013,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15903
2014,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16217
2015,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16892
2016,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17086
2017,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17515
2018,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17879
2019,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18211
2020,S12000047,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18369
1997,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8968
1998,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9137
1999,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9613
2000,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10333
2001,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10726
2002,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11134
2003,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11554
2004,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11895
2005,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12138
2006,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12755
2007,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13523
2008,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13753
2009,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13898
2010,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13850
2011,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13967
2012,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14343
2013,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14531
2014,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14907
2015,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15352
2016,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15560
2017,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15756
2018,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16056
2019,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16260
2020,S12000049,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16543
1997,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9602
1998,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9763
1999,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9999
2000,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10535
2001,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11083
2002,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11565
2003,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11707
2004,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12096
2005,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12485
2006,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13535
2007,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14102
2008,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15579
2009,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15895
2010,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16219
2011,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16204
2012,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16923
2013,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17566
2014,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17834
2015,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18529
2016,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18655
2017,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19074
2018,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19563
2019,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20185
2020,S12000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20154
1997,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8558
1998,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8742
1999,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9176
2000,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9901
2001,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10558
2002,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10671
2003,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10965
2004,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11328
2005,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11758
2006,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12322
2007,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12857
2008,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13576
2009,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13888
2010,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14050
2011,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14320
2012,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14888
2013,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15449
2014,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15696
2015,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16681
2016,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16771
2017,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17338
2018,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18089
2019,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18773
2020,S12000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19079
1997,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8945
1998,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9151
1999,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9699
2000,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10129
2001,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10443
2002,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10863
2003,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11876
2004,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12733
2005,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13382
2006,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14073
2007,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14658
2008,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15323
2009,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15750
2010,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16417
2011,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16779
2012,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17135
2013,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18170
2014,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18530
2015,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18987
2016,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19012
2017,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18998
2018,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19789
2019,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19937
2020,S12000019,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20228
1997,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,7866
1998,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8046
1999,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8368
2000,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8730
2001,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9117
2002,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9397
2003,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9501
2004,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9770
2005,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10030
2006,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11185
2007,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12193
2008,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14331
2009,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14398
2010,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14685
2011,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14579
2012,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15368
2013,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15781
2014,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16233
2015,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16867
2016,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16872
2017,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17497
2018,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18277
2019,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18774
2020,S12000020,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18827
1997,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8596
1998,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8844
1999,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8848
2000,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9285
2001,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9865
2002,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10431
2003,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10677
2004,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10996
2005,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11639
2006,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11366
2007,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12581
2008,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13133
2009,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13568
2010,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14065
2011,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14271
2012,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14493
2013,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14763
2014,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15254
2015,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16663
2016,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16572
2017,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16976
2018,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18138
2019,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19112
2020,S12000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19173
1997,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8191
1998,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8268
1999,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,8410
2000,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9092
2001,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,9702
2002,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10273
2003,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10567
2004,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11128
2005,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11504
2006,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12009
2007,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12716
2008,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13017
2009,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13380
2010,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13956
2011,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14098
2012,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14470
2013,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15179
2014,S12000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15458
